pID,UTC,Prd,PrdNorm,Irr
Ortona,2024-02-28 08:00:00+00:00,162568.69416666657,0.07208339928506247,76.72099999999999
Ortona,2024-02-28 09:00:00+00:00,320393.2941666666,0.1420336354307274,152.9163333333334
Ortona,2024-02-28 10:00:00+00:00,818258.5633333332,0.3629339775808619,410.3353333333333
Ortona,2024-02-28 11:00:00+00:00,914961.125,0.4055739130188405,470.2171666666667
Ortona,2024-02-28 12:00:00+00:00,682641.2625,0.30275790204260017,335.25616666666673
Ortona,2024-02-28 13:00:00+00:00,395439.43249999994,0.17527636687932513,291.70200000000006
Ortona,2024-02-28 14:00:00+00:00,161386.20416666655,0.071561663472904,88.48066666666665
Ortona,2024-02-28 15:00:00+00:00,99665.78916666655,0.04418628141000937,45.794999999999995
Ortona,2024-02-28 16:00:00+00:00,60248.692499999896,0.026725605360994192,29.530333333333335
Ortona,2024-02-28 17:00:00+00:00,5202.709166666557,0.0023081088639654397,3.614
Ortona,2024-02-28 18:00:00+00:00,0.0,0.0,0.3566666666666666
Ortona,2024-02-28 19:00:00+00:00,0.0,0.0,0.3568333333333333
Ortona,2024-02-28 20:00:00+00:00,0.0,0.0,0.3506666666666668
Ortona,2024-02-28 21:00:00+00:00,0.0,0.0,0.34699999999999986
Ortona,2024-02-28 22:00:00+00:00,0.0,0.0,0.3396666666666667
Ortona,2024-02-28 23:00:00+00:00,0.0,0.0,0.33016666666666666
Ortona,2024-02-29 00:00:00+00:00,0.0,0.0,0.34866666666666657
Ortona,2024-02-29 01:00:00+00:00,0.0,0.0,0.34183333333333343
Ortona,2024-02-29 02:00:00+00:00,0.0,0.0,0.34483333333333344
Ortona,2024-02-29 03:00:00+00:00,0.0,0.0,0.34033333333333343
Ortona,2024-02-29 04:00:00+00:00,0.0,0.0,0.3388333333333334
Ortona,2024-02-29 05:00:00+00:00,0.0,0.0,0.34099999999999997
Ortona,2024-02-29 06:00:00+00:00,869.6074999998885,0.00038103712560735,1.0931666666666664
Ortona,2024-02-29 07:00:00+00:00,36940.574999999895,0.016378271171269086,19.18
Ortona,2024-02-29 08:00:00+00:00,66850.08999999991,0.02963343152668264,32.668666666666674
Ortona,2024-02-29 09:00:00+00:00,94999.17749999989,0.04210860198650908,42.87033333333332
Ortona,2024-02-29 10:00:00+00:00,60636.27416666659,0.026883513585217417,28.948666666666668
Ortona,2024-02-29 11:00:00+00:00,138375.97833333322,0.061339870174724184,62.39899999999998
Ortona,2024-02-29 12:00:00+00:00,181781.48416666655,0.08059201560656518,81.06416666666664
Ortona,2024-02-29 13:00:00+00:00,251534.78583333327,0.11152531048274458,114.86200000000001
Ortona,2024-02-29 14:00:00+00:00,292041.0883333332,0.12944782489159634,135.78183333333337
Ortona,2024-02-29 15:00:00+00:00,150266.67166666657,0.06662630873128164,68.88583333333332
Ortona,2024-02-29 16:00:00+00:00,50991.66166666656,0.022613115773541057,25.35283333333333
Ortona,2024-02-29 17:00:00+00:00,8858.506666666563,0.0039271565562293545,4.770166666666666
Ortona,2024-02-29 18:00:00+00:00,0.0,0.0,0.31433333333333324
Ortona,2024-02-29 19:00:00+00:00,0.0,0.0,0.31583333333333324
Ortona,2024-02-29 20:00:00+00:00,0.0,0.0,0.3096666666666667
Ortona,2024-02-29 21:00:00+00:00,0.0,0.0,0.30833333333333335
Ortona,2024-02-29 22:00:00+00:00,0.0,0.0,0.3095
Ortona,2024-02-29 23:00:00+00:00,0.0,0.0,0.31149999999999994
Ortona,2024-03-01 00:00:00+00:00,0.0,0.0,0.3091666666666665
Ortona,2024-03-01 01:00:00+00:00,0.0,0.0,0.30933333333333324
Ortona,2024-03-01 02:00:00+00:00,0.0,0.0,0.30866666666666653
Ortona,2024-03-01 03:00:00+00:00,0.0,0.0,0.3103333333333333
Ortona,2024-03-01 04:00:00+00:00,0.0,0.0,0.30133333333333323
Ortona,2024-03-01 05:00:00+00:00,0.0,0.0,0.29666666666666663
Ortona,2024-03-01 06:00:00+00:00,18463.784999999887,0.008183479789070235,9.370666666666668
Ortona,2024-03-01 07:00:00+00:00,113600.54999999989,0.050355983277961966,53.74066666666668
Ortona,2024-03-01 08:00:00+00:00,100045.18166666655,0.044345981797025556,49.02083333333334
Ortona,2024-03-01 09:00:00+00:00,366524.40833333327,0.16252024988330208,175.3001666666667
Ortona,2024-03-01 10:00:00+00:00,611314.8916666666,0.27114446702636685,305.6763333333332
Ortona,2024-03-01 11:00:00+00:00,578530.0558333333,0.25662351030680525,297.4601666666667
Ortona,2024-03-01 12:00:00+00:00,725461.82,0.32176585580324624,382.852
Ortona,2024-03-01 13:00:00+00:00,1121067.6266666667,0.49717181032466023,584.2426666666668
Ortona,2024-03-01 14:00:00+00:00,499077.0441666666,0.2211842151653459,254.62116666666665
Ortona,2024-03-01 15:00:00+00:00,537112.3875,0.23791348626052072,291.9984999999999
Ortona,2024-03-01 16:00:00+00:00,238607.86416666655,0.10574647344347501,132.57450000000003
Ortona,2024-03-01 17:00:00+00:00,28371.711666666546,0.012581295643131828,14.053499999999996
Ortona,2024-03-01 18:00:00+00:00,16.588333333333335,7.1641770855388635e-06,0.36500000000000005
Ortona,2024-03-01 19:00:00+00:00,0.0,0.0,0.3506666666666668
Ortona,2024-03-01 20:00:00+00:00,0.0,0.0,0.36316666666666664
Ortona,2024-03-01 21:00:00+00:00,0.0,0.0,0.33699999999999997
Ortona,2024-03-01 22:00:00+00:00,0.0,0.0,0.33916666666666656
Ortona,2024-03-01 23:00:00+00:00,0.0,0.0,0.33100000000000007
Ortona,2024-03-02 00:00:00+00:00,0.0,0.0,0.3226666666666666
Ortona,2024-03-02 01:00:00+00:00,0.0,0.0,0.32683333333333325
Ortona,2024-03-02 02:00:00+00:00,0.0,0.0,0.31916666666666665
Ortona,2024-03-02 03:00:00+00:00,0.0,0.0,0.30999999999999994
Ortona,2024-03-02 04:00:00+00:00,0.0,0.0,0.30833333333333335
